111160222: União das freguesias de Caminha (Matriz) e Vilarelho;13;13;- -;- -;- -;,,,,,,,
111160223: União das freguesias de Gondar e Orbacém;23;23;- -;- -;- -;,,,,,,,
111160224: União das freguesias de Moledo e Cristelo;14;14;- -;- -;- -;,,,,,,,
111160225: União das freguesias de Venade e Azevedo;24;24;- -;- -;- -;,,,,,,,
111160217: Vila Praia de Âncora;13;13;- -;- -;- -;,,,,,,,
111160218: Vilar de Mouros;30;12;18;0;- -;,,,,,,,
111160220: Vile;28;2;6;21;- -;,,,,,,,
1111603: Melgaço;78;77;1;0;- -;,,,,,,,
111160301: Alvaredo;5;4;0;0;- -;,,,,,,,
111160304: Cousso;7;6;1;- -;- -;,,,,,,,
111160305: Cristoval;3;3;- -;- -;- -;,,,,,,,
111160307: Fiães;6;6;- -;- -;- -;,,,,,,,
111160308: Gave;5;5;- -;- -;- -;,,,,,,,
111160311: Paderne;4;4;- -;- -;- -;,,,,,,,
111160313: Penso;2;2;- -;- -;- -;,,,,,,,
111160317: São Paio;5;5;- -;- -;- -;,,,,,,,
111160319: União das freguesias de Castro Laboreiro e Lamas de Mouro;17;17;- -;- -;- -;,,,,,,,
111160320: União das freguesias de Chaviães e Paços;5;5;- -;- -;- -;,,,,,,,
111160321: União das freguesias de Parada do Monte e Cubalhão;9;9;- -;- -;- -;,,,,,,,
111160322: União das freguesias de Prado e Remoães;3;3;- -;- -;- -;,,,,,,,
111160323: União das freguesias de Vila e Roussas;9;9;- -;- -;- -;,,,,,,,
1111604: Monção;448;412;26;2;8;,,,,,,,
111160401: Abedim;18;9;9;- -;- -;,,,,,,,
111160404: Barbeita;19;18;0;- -;- -;,,,,,,,
111160405: Barroças e Taias;12;12;- -;- -;- -;,,,,,,,
111160406: Bela;10;10;0;- -;- -;,,,,,,,
111160407: Cambeses;1;1;0;- -;- -;,,,,,,,
111160410: Lara;7;7;- -;- -;- -;,,,,,,,
111160411: Longos Vales;37;34;3;- -;- -;,,,,,,,
111160415: Merufe;53;48;5;- -;- -;,,,,,,,
111160418: Moreira;7;7;- -;- -;- -;,,,,,,,
111160420: Pias;42;32;2;- -;8;,,,,,,,
111160421: Pinheiros;5;5;- -;- -;- -;,,,,,,,
111160422: Podame;7;5;0;1;- -;,,,,,,,
111160423: Portela;1;1;- -;- -;- -;,,,,,,,
111160424: Riba de Mouro;29;29;0;- -;- -;,,,,,,,
111160427: Segude;4;4;- -;- -;- -;,,,,,,,
111160428: Tangil;23;22;1;- -;- -;,,,,,,,
111160431: Trute;9;9;- -;- -;- -;,,,,,,,
111160434: União das freguesias de Anhões e Luzio;50;50;- -;- -;- -;,,,,,,,
111160435: União das freguesias de Ceivães e Badim;8;5;3;- -;- -;,,,,,,,
111160436: União das freguesias de Mazedo e Cortes;31;31;0;- -;- -;,,,,,,,
111160437: União das freguesias de Messegães, Valadares e Sá;7;5;1;1;- -;,,,,,,
111160438: União das freguesias de Monção e Troviscoso;9;9;- -;- -;- -;,,,,,,,
111160439: União das freguesias de Sago, Lordelo e Parada;53;53;- -;- -;- -;,,,,,,
111160440: União das freguesias de Troporiz e Lapela;7;6;0;- -;- -;,,,,,,,
1111605: Paredes de Coura;411;376;1;34;0;,,,,,,,
111160501: Agualonga;7;7;- -;- -;- -;,,,,,,,
111160503: Castanheira;17;17;- -;- -;- -;,,,,,,,
111160505: Coura;12;12;- -;- -;- -;,,,,,,,
111160507: Cunha;25;25;- -;- -;- -;,,,,,,,
111160510: Infesta;21;21;- -;- -;- -;,,,,,,,
111160513: Mozelos;16;16;- -;- -;- -;,,,,,,,
111160514: Padornelo;25;25;- -;- -;0;,,,,,,,
111160515: Parada;21;21;- -;- -;- -;,,,,,,,
111160519: Romarigães;5;5;- -;- -;- -;,,,,,,,
111160520: Rubiães;32;32;- -;- -;- -;,,,,,,,
111160522: União das freguesias de Bico e Cristelo;85;51;1;34;- -;,,,,,,,
111160523: União das freguesias de Cossourado e Linhares;16;16;- -;- -;- -;,,,,,,,
111160524: União das freguesias de Formariz e Ferreira;85;85;- -;- -;0;,,,,,,,
111160525: União das freguesias de Insalde e Porreiras;14;14;- -;- -;- -;,,,,,,,
111160526: União das freguesias de Paredes de Coura e Resende;25;25;- -;- -;- -;,,,,,,,
111160521: Vascões;6;6;- -;- -;- -;,,,,,,,
1111606: Ponte da Barca;319;316;3;- -;- -;,,,,,,,
111160601: Azias;23;23;- -;- -;- -;,,,,,,,
111160602: Boivães;17;17;- -;- -;- -;,,,,,,,
111160603: Bravães;16;16;- -;- -;- -;,,,,,,,
111160604: Britelo;4;4;- -;- -;- -;,,,,,,,
111160606: Cuide de Vila Verde;13;13;- -;- -;- -;,,,,,,,
111160611: Lavradas;63;63;- -;- -;- -;,,,,,,,
111160612: Lindoso;6;6;- -;- -;- -;,,,,,,,
111160613: Nogueira;3;3;- -;- -;- -;,,,,,,,
111160614: Oleiros;26;26;- -;- -;- -;,,,,,,,
111160619: Sampriz;32;32;- -;- -;- -;,,,,,,,
111160626: União das freguesias de Crasto, Ruivos e Grovelas;27;27;- -;- -;- -;,,,,,,
111160627: União das freguesias de Entre Ambos-os-Rios, Ermida e Germil;5;5;0;- -;- -;,,,,,,
111160628: União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;33;33;- -;- -;- -;,,,,,,
111160629: União das freguesias de Touvedo (São Lourenço e Salvador);7;4;3;- -;- -;,,,,,,,
111160630: União das freguesias de Vila Chã (São João Baptista e Santiago);18;18;- -;- -;- -;,,,,,,,
111160623: Vade (São Pedro);11;11;- -;- -;- -;,,,,,,,
111160624: Vade (São Tomé);15;15;- -;- -;- -;,,,,,,,
1111607: Ponte de Lima;2500;2371;97;22;10;,,,,,,,
111160701: Anais;56;18;18;20;- -;,,,,,,,
111160752: Arca e Ponte de Lima;21;21;- -;- -;- -;,,,,,,,
111160704: Arcozelo;56;52;4;- -;0;,,,,,,,
111160753: Ardegão, Freixo e Mato;172;172;- -;- -;- -;,,,,,,
111160754: Associação de freguesias do Vale do Neiva;169;169;- -;- -;- -;,,,,,,,
111160755: Bárrio e Cepões;12;12;- -;- -;- -;,,,,,,,
111160707: Beiral do Lima;82;82;- -;- -;- -;,,,,,,,
111160708: Bertiandos;36;35;0;- -;- -;,,,,,,,
111160709: Boalhosa;14;14;- -;- -;- -;,,,,,,,
111160710: Brandara;8;7;1;- -;- -;,,,,,,,
111160756: Cabaços e Fojo Lobal;115;115;1;- -;- -;,,,,,,,
111160757: Cabração e Moreira do Lima;64;64;- -;- -;- -;,,,,,,,
111160713: Calheiros;51;45;6;- -;- -;,,,,,,,
111160714: Calvelo;83;74;9;- -;- -;,,,,,,,
111160716: Correlhã;211;204;5;2;- -;,,,,,,,
111160717: Estorãos;26;26;- -;- -;- -;,,,,,,,
111160718: Facha;51;50;1;- -;- -;,,,,,,,
111160719: Feitosa;21;9;12;- -;- -;,,,,,,,
111160721: Fontão;123;123;- -;- -;- -;,,,,,,,
111160758: Fornelos e Queijada;109;109;- -;- -;- -;,,,,,,,
111160724: Friastelas;46;44;2;- -;- -;,,,,,,,
111160726: Gandra;36;35;2;- -;- -;,,,,,,,
111160727: Gemieira;44;44;- -;- -;- -;,,,,,,,
111160728: Gondufe;71;70;0;- -;- -;,,,,,,,
111160729: Labruja;13;13;- -;- -;- -;,,,,,,,
111160759: Labrujó, Rendufe e Vilar do Monte;90;90;- -;- -;- -;,,,,,,
111160760: Navió e Vitorino dos Piães;100;99;1;- -;- -;,,,,,,,
111160734: Poiares;210;185;15;- -;10;,,,,,,,
111160744: Rebordões (Santa Maria);52;52;- -;- -;- -;,,,,,,,
111160747: Rebordões (Souto);42;42;- -;- -;- -;,,,,,,,
111160737: Refóios do Lima;75;73;2;- -;- -;,,,,,,,
111160739: Ribeira;69;59;10;- -;- -;,,,,,,,
111160740: Sá;16;15;1;- -;- -;,,,,,,,
111160742: Santa Comba;3;3;- -;- -;- -;,,,,,,,
111160743: Santa Cruz do Lima;21;21;- -;- -;- -;,,,,,,,
111160703: São Pedro d'Arcos;54;53;1;- -;- -;,,,,,,,
111160745: Seara;26;22;4;- -;- -;,,,,,,,
111160746: Serdedelo;19;19;- -;- -;- -;,,,,,,,
111160750: Vitorino das Donas;35;32;3;- -;- -;,,,,,,,
1111608: Valença;453;384;41;27;- -;,,,,,,,
111160802: Boivão;8;8;- -;- -;- -;,,,,,,,
111160803: Cerdal;107;107;- -;- -;- -;,,,,,,,
111160805: Fontoura;56;54;2;- -;- -;,,,,,,,
111160806: Friestas;6;6;- -;- -;- -;,,,,,,,
111160808: Ganfei;67;37;3;27;- -;,,,,,,,
111160812: São Pedro da Torre;56;20;36;- -;- -;,,,,,,,
111160817: União das freguesias de Gandra e Taião;43;43;- -;- -;- -;,,,,,,,
111160818: União das freguesias de Gondomil e Sanfins;4;3;0;- -;- -;,,,,,,,
111160819: União das freguesias de São Julião e Silva;52;52;- -;- -;- -;,,,,,,,
111160820: União das freguesias de Valença, Cristelo Covo e Arão;23;23;0;- -;- -;,,,,,,
111160816: Verdoejo;31;31;- -;- -;- -;,,,,,,,
1111609: Viana do Castelo;2060;1931;124;4;1;,,,,,,,
111160901: Afife;61;61;- -;- -;- -;,,,,,,,
111160902: Alvarães;54;53;1;- -;- -;,,,,,,,
111160903: Amonde;20;20;- -;- -;- -;,,,,,,,
111160904: Anha;111;111;- -;- -;- -;,,,,,,,
111160905: Areosa;64;64;- -;- -;- -;,,,,,,,
111160908: Carreço;180;177;3;- -;- -;,,,,,,,
111160910: Castelo do Neiva;84;84;- -;- -;- -;,,,,,,,
111160940: Chafé;85;85;- -;- -;- -;,,,,,,,
111160911: Darque;9;7;2;- -;- -;,,,,,,,
111160914: Freixieiro de Soutelo;56;56;- -;- -;- -;,,,,,,,
111160915: Lanheses;51;48;3;- -;- -;,,,,,,,
111160920: Montaria;71;71;- -;- -;- -;,,,,,,,
111160922: Mujães;27;24;3;- -;0;,,,,,,,
111160925: Outeiro;27;27;- -;- -;- -;,,,,,,,
111160926: Perre;129;127;2;- -;- -;,,,,,,,
111160928: Santa Marta de Portuzelo;112;111;1;- -;- -;,,,,,,,
111160923: São Romão de Neiva;63;63;- -;- -;- -;,,,,,,,
111160941: União das freguesias de Barroselas e Carvoeiro;104;34;67;3;- -;,,,,,,,
111160942: União das freguesias de Cardielos e Serreleis;64;39;25;- -;- -;,,,,,,,
111160943: União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;131;130;- -;- -;1;,,,,,,
111160944: União das freguesias de Mazarefes e Vila Fria;113;108;5;- -;- -;,,,,,,,
111160945: União das freguesias de Nogueira, Meixedo e Vilar de Murteda;72;72;- -;- -;- -;,,,,,,
111160946: União das freguesias de Subportela, Deocriste e Portela Susã;108;103;4;1;- -;,,,,,,
111160947: União das freguesias de Torre e Vila Mou;71;70;0;- -;- -;,,,,,,,
111160948: União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;52;52;- -;- -;- -;,,,,,,,
111160938: Vila de Punhe;40;35;6;- -;- -;,,,,,,,
111160935: Vila Franca;101;99;2;- -;- -;,,,,,,,
1111610: Vila Nova de Cerveira;324;292;32;- -;- -;,,,,,,,
111161003: Cornes;19;19;- -;- -;- -;,,,,,,,
111161004: Covas;42;42;- -;- -;- -;,,,,,,,
111161006: Gondarém;31;31;- -;- -;- -;,,,,,,,
111161007: Loivo;4;4;- -;- -;- -;,,,,,,,
111161009: Mentrestido;22;22;- -;- -;- -;,,,,,,,
111161012: Sapardos;17;17;- -;- -;- -;,,,,,,,
111161013: Sopo;25;25;- -;- -;- -;,,,,,,,
111161016: União das freguesias de Campos e Vila Meã;69;63;6;- -;- -;,,,,,,,
111161017: União das freguesias de Candemil e Gondar;12;12;- -;- -;- -;,,,,,,,
111161018: União das freguesias de Reboreda e Nogueira;66;43;23;- -;- -;,,,,,,,
111161019: União das freguesias de Vila Nova de Cerveira e Lovelhe;17;14;3;- -;- -;,,,,,,,
112: Cávado;16589;16045;145;355;44;,,,,,,,
1120301: Amares;803;793;10;- -;- -;,,,,,,,
112030102: Barreiros;48;48;1;- -;- -;,,,,,,,
112030104: Bico;8;8;- -;- -;- -;,,,,,,,
112030119: Bouro (Santa Maria);8;8;- -;- -;- -;,,,,,,,
112030120: Bouro (Santa Marta);33;33;- -;- -;- -;,,,,,,,
112030105: Caires;45;45;- -;- -;- -;,,,,,,,
112030107: Carrazedo;66;57;9;- -;- -;,,,,,,,
112030108: Dornelas;50;50;- -;- -;- -;,,,,,,,
112030111: Fiscal;19;19;- -;- -;- -;,,,,,,,
112030112: Goães;41;41;- -;- -;- -;,,,,,,,
112030113: Lago;63;63;- -;- -;- -;,,,,,,,
112030118: Rendufe;90;90;- -;- -;- -;,,,,,,,
112030125: União das freguesias de Amares e Figueiredo;50;50;- -;- -;- -;,,,,,,,
112030126: União das freguesias de Caldelas, Sequeiros e Paranhos;43;43;- -;- -;- -;,,,,,,
112030127: União das freguesias de Ferreiros, Prozelo e Besteiros;109;109;- -;- -;- -;,,,,,,
112030128: União das freguesias de Torre e Portela;17;17;- -;- -;- -;,,,,,,,
112030129: União das freguesias de Vilela, Seramil e Paredes Secas;113;113;- -;- -;- -;,,,,,,
1120302: Barcelos;8963;8741;106;114;2;,,,,,,,
112030201: Abade de Neiva;172;172;- -;- -;- -;,,,,,,,
112030202: Aborim;66;66;- -;- -;- -;,,,,,,,
112030203: Adães;110;110;0;- -;- -;,,,,,,,
112030205: Airó;74;74;- -;- -;- -;,,,,,,,
112030206: Aldreu;110;110;- -;- -;- -;,,,,,,,
112030208: Alvelos;106;106;- -;- -;- -;,,,,,,,
112030209: Arcozelo;34;34;- -;- -;- -;,,,,,,,
112030210: Areias;4;4;- -;- -;- -;,,,,,,,
112030212: Balugães;25;25;- -;- -;- -;,,,,,,,
112030213: Barcelinhos;96;96;- -;- -;- -;,,,,,,,
112030215: Barqueiros;221;221;- -;- -;- -;,,,,,,,
112030216: Cambeses;163;163;- -;- -;- -;,,,,,,,
112030218: Carapeços;55;39;16;- -;- -;,,,,,,,
112030220: Carvalhal;62;62;- -;- -;- -;,,,,,,,
112030221: Carvalhas;50;50;- -;- -;- -;,,,,,,,
112030224: Cossourado;184;184;- -;- -;- -;,,,,,,,
112030228: Cristelo;463;463;- -;- -;- -;,,,,,,,
112030234: Fornelos;91;91;- -;- -;- -;,,,,,,,
112030235: Fragoso;101;101;- -;- -;- -;,,,,,,,
112030268: Galegos (Santa Maria);12;12;- -;- -;- -;,,,,,,,
112030272: Galegos (São Martinho);16;16;- -;- -;- -;,,,,,,,
112030237: Gilmonde;85;85;- -;- -;- -;,,,,,,,
112030242: Lama;37;37;- -;- -;- -;,,,,,,,
112030243: Lijó;145;122;23;- -;- -;,,,,,,,
112030244: Macieira de Rates;453;452;1;- -;- -;,,,,,,,
112030245: Manhente;219;219;- -;- -;- -;,,,,,,,
112030247: Martim;58;55;3;- -;- -;,,,,,,,
112030252: Moure;41;41;- -;- -;- -;,,,,,,,
112030254: Oliveira;61;61;- -;- -;- -;,,,,,,,
112030255: Palme;97;97;- -;- -;- -;,,,,,,,
112030256: Panque;109;109;- -;- -;- -;,,,,,,,
112030257: Paradela;238;238;- -;- -;- -;,,,,,,,
112030259: Pereira;33;32;0;- -;- -;,,,,,,,
112030260: Perelhal;49;12;1;34;2;,,,,,,,
112030261: Pousa;110;110;- -;- -;- -;,,,,,,,
112030263: Remelhe;263;262;- -;1;- -;,,,,,,,
112030265: Rio Covo (Santa Eugénia);54;54;- -;- -;- -;,,,,,,,
112030264: Roriz;328;327;1;- -;- -;,,,,,,,
112030279: Silva;28;28;- -;- -;- -;,,,,,,,
112030277: Tamel (São Veríssimo);41;41;- -;- -;- -;,,,,,,,
112030282: Ucha;126;71;- -;55;- -;,,,,,,,
112030290: União das freguesias de Alheira e Igreja Nova;76;76;- -;- -;- -;,,,,,,,
112030291: União das freguesias de Alvito (São Pedro e São Martinho) e Couto;191;191;- -;- -;- -;,,,,,,,
112030292: União das freguesias de Areias de Vilar e Encourados;105;88;16;- -;- -;,,,,,,,
112030293: União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);102;100;2;- -;- -;,,,,,,
112030294: União das freguesias de Campo e Tamel (São Pedro Fins);83;80;3;- -;- -;,,,,,,,
112030295: União das freguesias de Carreira e Fonte Coberta;224;223;1;- -;- -;,,,,,,,
112030296: União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral;771;771;- -;- -;- -;,,,,
112030297: União das freguesias de Creixomil e Mariz;74;74;- -;- -;- -;,,,,,,,
112030298: União das freguesias de Durrães e Tregosa;23;23;0;- -;- -;,,,,,,,
112030299: União das freguesias de Gamil e Midões;79;79;- -;- -;- -;,,,,,,,
1120302FA: União das freguesias de Milhazes, Vilar de Figos e Faria;363;363;- -;- -;- -;,,,,,,
1120302FB: União das freguesias de Negreiros e Chavão;395;395;- -;- -;- -;,,,,,,,
1120302FC: União das freguesias de Quintiães e Aguiar;149;148;1;- -;- -;,,,,,,,
1120302FD: União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);194;193;1;- -;- -;,,,,,,,
1120302FE: União das freguesias de Silveiros e Rio Covo (Santa Eulália);190;188;1;- -;- -;,,,,,,,
1120302FF: União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;48;48;- -;- -;- -;,,,,,,,
1120302FG: União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;575;573;2;- -;- -;,,,,,
1120302FH: União das freguesias de Vila Cova e Feitos;278;221;32;25;- -;,,,,,,,
112030283: Várzea;67;67;- -;- -;- -;,,,,,,,
112030287: Vila Seca;186;186;- -;- -;- -;,,,,,,,
1120303: Braga;2518;2502;14;2;1;,,,,,,,
112030301: Adaúfe;149;148;1;- -;- -;,,,,,,,
112030349: Braga (São Vicente);- -;- -;- -;- -;- -;,,,,,,,
112030351: Braga (São Vítor);5;5;- -;- -;- -;,,,,,,,
112030312: Espinho;74;74;1;- -;- -;,,,,,,,
112030313: Esporões;82;82;- -;- -;- -;,,,,,,,
112030315: Figueiredo;61;61;- -;- -;- -;,,,,,,,
112030319: Gualtar;2;2;- -;- -;- -;,,,,,,,
112030322: Lamas;26;26;- -;- -;- -;,,,,,,,
112030325: Mire de Tibães;88;88;- -;- -;- -;,,,,,,,
112030330: Padim da Graça;29;29;- -;- -;- -;,,,,,,,
112030331: Palmeira;103;102;1;- -;- -;,,,,,,,
112030334: Pedralva;107;107;- -;- -;- -;,,,,,,,
112030336: Priscos;57;57;- -;- -;- -;,,,,,,,
112030338: Ruilhe;53;53;- -;- -;- -;,,,,,,,
112030354: Sequeira;158;158;- -;- -;- -;,,,,,,,
112030355: Sobreposta;85;85;- -;- -;- -;,,,,,,,
112030356: Tadim;17;17;- -;- -;- -;,,,,,,,
112030357: Tebosa;23;23;- -;- -;- -;,,,,,,,
112030363: União das freguesias de Arentim e Cunha;166;164;2;- -;- -;,,,,,,,
112030364: União das freguesias de Braga (Maximinos, Sé e Cividade);13;13;- -;- -;- -;,,,,,,
112030365: União das freguesias de Braga (São José de São Lázaro e São João do Souto);- -;- -;- -;- -;- -;,,,,,,,
112030366: União das freguesias de Cabreiros e Passos (São Julião);94;93;- -;- -;1;,,,,,,,
112030367: União das freguesias de Celeirós, Aveleda e Vimieiro;100;100;- -;- -;- -;,,,,,,
112030368: União das freguesias de Crespos e Pousada;110;110;- -;- -;- -;,,,,,,,
112030369: União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);200;200;- -;- -;- -;,,,,,,,
112030370: União das freguesias de Este (São Pedro e São Mamede);56;56;0;- -;- -;,,,,,,,
112030371: União das freguesias de Ferreiros e Gondizalves;42;42;- -;- -;- -;,,,,,,,
112030372: União das freguesias de Guisande e Oliveira (São Pedro);70;70;- -;- -;- -;,,,,,,,
112030373: União das freguesias de Lomar e Arcos;40;40;- -;- -;- -;,,,,,,,
112030374: União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;141;141;- -;- -;- -;,,,,,,
112030375: União das freguesias de Merelim (São Pedro) e Frossos;96;90;6;- -;- -;,,,,,,,
112030376: União das freguesias de Morreira e Trandeiras;50;50;- -;- -;- -;,,,,,,,
112030377: União das freguesias de Nogueira, Fraião e Lamaçães;25;25;- -;- -;- -;,,,,,,
112030378: União das freguesias de Nogueiró e Tenões;13;11;- -;2;- -;,,,,,,,
112030379: União das freguesias de Real, Dume e Semelhe;105;102;3;- -;- -;,,,,,,
112030380: União das freguesias de Santa Lucrécia de Algeriz e Navarra;41;41;- -;- -;- -;,,,,,,,
112030381: União das freguesias de Vilaça e Fradelos;35;35;- -;- -;- -;,,,,,,,
1120306: Esposende;2037;2027;7;- -;3;,,,,,,,
112030601: Antas;54;51;3;- -;1;,,,,,,,
112030608: Forjães;73;73;- -;- -;- -;,,,,,,,
112030610: Gemeses;163;163;- -;- -;- -;,,,,,,,
112030616: União das freguesias de Apúlia e Fão;419;417;- -;- -;2;,,,,,,,
112030617: União das freguesias de Belinho e Mar;117;117;- -;- -;- -;,,,,,,,
112030618: União das freguesias de Esposende, Marinhas e Gandra;404;404;- -;- -;- -;,,,,,,
112030619: União das freguesias de Fonte Boa e Rio Tinto;492;488;5;- -;- -;,,,,,,,
112030620: União das freguesias de Palmeira de Faro e Curvos;212;212;- -;- -;- -;,,,,,,,
112030615: Vila Chã;104;104;- -;- -;- -;,,,,,,,
1120310: Terras de Bouro;468;468;- -;- -;- -;,,,,,,,
112031001: Balança;34;34;- -;- -;- -;,,,,,,,
112031003: Campo do Gerês;6;6;- -;- -;- -;,,,,,,,
112031004: Carvalheira;33;33;- -;- -;- -;,,,,,,,
112031008: Covide;52;52;- -;- -;- -;,,,,,,,
112031009: Gondoriz;20;20;- -;- -;- -;,,,,,,,
112031010: Moimenta;9;9;- -;- -;- -;,,,,,,,
112031012: Ribeira;11;11;- -;- -;- -;,,,,,,,
112031013: Rio Caldo;38;38;- -;- -;- -;,,,,,,,
112031014: Souto;26;26;- -;- -;- -;,,,,,,,
112031018: União das freguesias de Chamoim e Vilar;72;72;- -;- -;- -;,,,,,,,
112031019: União das freguesias de Chorense e Monte;80;80;- -;- -;- -;,,,,,,,
112031020: União das freguesias de Cibões e Brufe;46;46;- -;- -;- -;,,,,,,,
112031015: Valdosende;23;23;- -;- -;- -;,,,,,,,
112031017: Vilar da Veiga;15;15;- -;- -;- -;,,,,,,,
1120313: Vila Verde;1800;1514;8;240;38;,,,,,,,
112031359: Aboim da Nóbrega e Gondomar;48;48;0;- -;- -;,,,,,,,
112031304: Atiães;97;97;- -;- -;- -;,,,,,,,
112031308: Cabanelas;213;75;- -;138;0;,,,,,,,
112031309: Cervães;48;40;- -;8;- -;,,,,,,,
112031311: Coucieiro;48;45;3;- -;- -;,,,,,,,
112031313: Dossãos;15;15;- -;- -;- -;,,,,,,,
112031316: Freiriz;17;17;- -;- -;- -;,,,,,,,
112031317: Gême;15;14;- -;1;- -;,,,,,,,
112031323: Lage;56;56;- -;- -;- -;,,,,,,,
112031324: Lanhas;14;14;- -;- -;- -;,,,,,,,
112031325: Loureira;16;16;- -;- -;- -;,,,,,,,
112031328: Moure;24;24;- -;- -;- -;,,,,,,,
112031330: Oleiros;42;42;- -;- -;- -;,,,,,,,
112031331: Parada de Gatim;33;33;- -;- -;- -;,,,,,,,
112031335: Pico;40;40;- -;- -;- -;,,,,,,,
112031337: Ponte;17;17;- -;- -;- -;,,,,,,,
112031350: Prado (São Miguel);49;49;- -;- -;- -;,,,,,,,
112031340: Sabariz;8;6;2;- -;- -;,,,,,,,
112031352: Soutelo;123;123;- -;- -;- -;,,,,,,,
112031354: Turiz;47;47;- -;- -;- -;,,,,,,,
